,lat,alt,azi,rO,eta_cos,eta_blk,eta_att,eta_hbi,eta_tdi,eta_tdr,eta_BDR,eta_SF,Qmax_BDR,Qmax,eta_rcv,Prcv_abs
66,-25,60,5,1.318094758,0.808187839,0.991816131,0.973845722,0.980534736,0.929544872,0.967136162,0.840099086,0.621977451,3833.370777,2.564861092,0.83769408,19.11340772
67,-25,60,10,1.318094758,0.807740647,0.991760252,0.973845847,0.980337667,0.929987699,0.967016947,0.840270545,0.621727953,3782.55157,2.460722517,0.836000099,19.07475669
68,-25,60,15,1.318094758,0.807128776,0.991803143,0.973845596,0.980765401,0.929149489,0.967050366,0.83988733,0.621158508,3845.856728,2.451128903,0.838842433,19.13960933
69,-25,60,20,1.318094758,0.806300372,0.991666302,0.973845733,0.98047404,0.929282644,0.966964431,0.83970453,0.620443926,3925.715406,2.491107552,0.83666569,19.08994325
70,-25,60,25,1.318094758,0.80492739,0.991711714,0.973845712,0.980277083,0.928749572,0.966873142,0.839024602,0.619070017,3892.593589,2.426484725,0.832239832,18.98895983
71,-25,60,30,1.318094758,0.803371594,0.991431393,0.973845723,0.98053405,0.928588611,0.96691615,0.839061473,0.617901535,3816.185315,2.450969104,0.836687417,19.090439
72,-25,60,45,1.318094758,0.797898559,0.991320912,0.97384588,0.980183083,0.927956804,0.96694206,0.838311158,0.613874614,3881.176247,2.475556958,0.840944404,19.18756935
73,-25,60,60,1.318094758,0.790765495,0.991246102,0.973845818,0.980280926,0.927138062,0.966895252,0.837588805,0.608877285,4012.806442,2.599250769,0.841590837,19.20231883
74,-25,60,75,1.318094758,0.782292424,0.990772617,0.973845668,0.979972243,0.92665216,0.966864573,0.8368352,0.602694221,4117.122014,2.533690676,0.838335647,19.12804616
75,-25,60,90,1.318094758,0.773476958,0.990700811,0.973845943,0.979598848,0.92597168,0.966885375,0.835883755,0.596405212,4009.878666,2.562081514,0.83347086,19.0170478
76,-25,60,105,1.318094758,0.764768575,0.990622699,0.973845623,0.979319059,0.92458192,0.966837915,0.834473083,0.586419951,4174.613567,2.49374847,0.83353253,19.01845491
77,-25,60,120,1.318094758,0.756603763,0.990440051,0.973845415,0.979098825,0.924067452,0.96671715,0.833754242,0.576496499,4182.125478,2.603319314,0.836836612,19.09384313
78,-25,70,0,1.318094758,0.810320764,0.992402425,0.973845466,0.980503565,0.93046174,0.966795471,0.840683357,0.625537993,4048.710017,2.526044673,0.834671223,19.04443612
79,-25,70,5,1.318094758,0.810040323,0.992252432,0.973845596,0.980417447,0.930585584,0.966832608,0.840762933,0.625307053,4034.336895,2.444380582,0.837163711,19.10130645
80,-25,70,10,1.318094758,0.809740376,0.992275348,0.973845573,0.980385037,0.931248605,0.966837805,0.841304775,0.625520529,4099.811271,2.50810281,0.836452535,19.08507977
81,-25,70,15,1.318094758,0.809169223,0.992065434,0.97384571,0.980317464,0.930222093,0.966721673,0.84026192,0.624269471,4257.142606,2.540365703,0.840045957,19.16706977
82,-25,70,20,1.318094758,0.808664299,0.992227405,0.973845582,0.980365564,0.930762551,0.96679928,0.840843212,0.62446985,4119.004093,2.664474391,0.838980108,19.14275062
83,-25,70,25,1.318094758,0.807728021,0.991930167,0.973845587,0.980462894,0.93071006,0.966898164,0.84095936,0.623737004,4150.292277,2.528501398,0.835187595,19.05621803
84,-25,70,30,1.318094758,0.806898885,0.992112519,0.973845476,0.98019258,0.9306409,0.966838545,0.840618108,0.623088222,4106.105802,2.442316089,0.838105743,19.12280051
85,-25,70,45,1.318094758,0.803083637,0.992005326,0.973845567,0.98016646,0.930032578,0.966872371,0.840042885,0.620202119,4131.68639,2.543335459,0.84311268,19.23704226
86,-25,70,60,1.318094758,0.798388114,0.991852486,0.973845604,0.980104275,0.929463016,0.966715214,0.839372811,0.616682948,4140.058446,2.495451692,0.840959451,19.18791269
87,-25,70,75,1.318094758,0.792709416,0.991608021,0.973845391,0.979980283,0.928660494,0.966735293,0.838564148,0.612291834,4344.529262,2.57817954,0.833138139,19.00945621
